,galex_objid,sdss_objid,u,g,r,i,z,nuv_mag,eu,eg,er,ei,ez,nuv-u,nuv-g,nuv-r,nuv-i,nuv-z,u-g,u-r,u-i,u-z,g-r,g-i,g-z,r-i,r-z,i-z,c,rs,pred
20643,3.79115361346992e+18,1.23764992003788e+18,22.0033779144,19.6097621918,18.221704483,17.5899143219,17.257387161300002,0.3529056907,0.2749817073,0.1902310848,0.141362071,0.1051474139,21.2829723358,-0.7204055786,1.673210144,3.0612678528,3.6930580139,4.0255851745,2.3936157226,3.7816734314,4.4134635925,4.7459907531,1.3880577088,2.0198478699,2.3523750305,0.6317901611,0.9643173217000001,0.3325271606,0,-2.9471404559444606e-05,0
20644,2.41811867707533e+18,1.23764992003795e+18,21.2995128632,20.3768405914,19.9978504181,19.7704124451,19.8627357483,0.3194020092,0.2488758862,0.17217119039999998,0.1279416382,0.09516507390000001,23.4715881348,2.1720752716,3.0947475433999996,3.4737377167,3.7011756897000003,3.6088523864999997,0.9226722718000001,1.3016624451,1.5291004181,1.4367771149000002,0.37899017329999996,0.6064281463000001,0.5141048431,0.22743797300000002,0.1351146698,-0.0923233032,0,-7.61e-06,0
20646,2.41815386144742e+18,1.23764992003827e+18,21.1240653992,20.1595840454,19.8352031708,19.6874542236,19.4871673584,0.3198470771,0.2492226809,0.1724110991,0.1281199157,0.0952976868,23.8067054749,2.6826400756999997,3.6471214295,3.9715023041000004,4.1192512513,4.3195381164999995,0.9644813538,1.2888622284,1.4366111756,1.6368980408000002,0.32438087460000004,0.4721298218,0.672416687,0.1477489472,0.34803581240000003,0.2002868652,0,-0.0008723667,0
20652,3.04981889355823e+18,1.23764992004175e+18,23.268091201799997,21.959295272800002,22.054683685300002,22.1836147308,23.3275318146,0.2415697128,0.1882294863,0.1302162856,0.09676465390000001,0.0719751269,23.858867645300002,0.5907764435,1.8995723725,1.80418396,1.6752529145,0.5313358307,1.308795929,1.2134075165,1.0844764709999999,-0.0594406128,-0.0953884125,-0.224319458,-1.3682365418,-0.1289310455,-1.2728481293,-1.1439170838,0,-0.0004890013,0
20654,2.46955822906921e+18,1.23764992004339e+18,21.8714008331,21.4015293121,21.4041538239,21.3275547028,21.9254322052,0.201138407,0.1567256898,0.10842210050000001,0.0805692449,0.059928715199999996,23.316118240399998,1.4447174073,1.9145889283000002,1.9119644165,1.9885635376,1.3906860352000001,0.469871521,0.4672470092,0.5438461303000001,-0.0540313721,-0.0026245118,0.0739746093,-0.5239028931,0.0765991211,-0.5212783813,-0.5978775024,0,0.0005503837999999999,0
20655,2.46955822906921e+18,1.23764992004352e+18,24.440391540500002,22.1360340118,20.9410533905,19.6837787628,18.9752178192,0.2317998111,0.1806168407,0.1249498948,0.09285116199999999,0.06906420740000001,23.099845886199997,-1.3405456543,0.9638118743999999,2.1587924956999998,3.4160671233999995,4.124628067,2.3043575287,3.49933815,4.7566127777,5.4651737213,1.1949806213,2.4522552490000002,3.1608161926,1.2572746277,1.9658355713,0.7085609436,0,-4.8501235141884495e-05,0
20657,3.05485025876693e+18,1.23764992004391e+18,21.3216667175,20.4832324982,20.069694519000002,19.9460296631,19.7836303711,0.2145342976,0.1671636701,0.1156430542,0.08593518289999999,0.0639199838,23.446605682399998,2.1249389649,2.9633731842,3.3769111633999995,3.5005760193,3.6629753113,0.8384342193000001,1.2519721984999999,1.3756370544,1.5380363463999998,0.4135379792,0.5372028351,0.6996021270999999,0.1236648559,0.2860641479,0.162399292,0,-0.0006644127,0
20658,2.4695934134413e+18,1.23764992004397e+18,20.5991153717,19.668548584,19.4087238312,19.3406486511,19.2698612213,0.2132385522,0.1661540419,0.1149445921,0.0854161531,0.0635339245,22.177892684899998,1.5787773132,2.5093441009,2.7691688537,2.8372440338,2.9080314636,0.9305667877,1.1903915405,1.2584667206,1.3292541504000002,0.2598247528,0.32789993289999997,0.39868736270000005,0.0680751801,0.1388626099,0.07078742980000001,0,-0.0008146926,0
20659,3.05485025876693e+18,1.23764992004397e+18,21.141120910599998,20.2824344635,19.813587188699998,19.622621536300002,19.398059845,0.224019587,0.1745545417,0.1207560226,0.08973466599999999,0.0667461082,24.478593826300003,3.3374729157,4.1961593628,4.6650066376,4.85597229,5.0805339813,0.8586864471,1.3275337219,1.5184993743000001,1.7430610656,0.4688472748,0.6598129272,0.8843746185,0.1909656524,0.4155273437,0.22456169129999998,0,5.47809286217671e-05,0
20660,3.05485025876693e+18,1.23764992004404e+18,21.3900356293,20.240568161,19.723464965799998,19.4762325287,19.3633289337,0.238792628,0.1860655993,0.1287193149,0.0956522524,0.0711477026,24.1449337006,2.7548980713,3.9043655395999997,4.4214687348,4.6687011719,4.7816047669,1.1494674683,1.6665706635,1.9138031006,2.0267066956,0.5171031952,0.7643356323,0.8772392273,0.2472324371,0.3601360321,0.112903595,0,9.03758555068634e-05,0
20662,2.419174208238e+18,1.23764992004502e+18,20.9090976715,19.978696823099998,19.5964355469,19.4885883331,19.3639125824,0.3224403262,0.25124332309999997,0.17380896210000002,0.12915869060000001,0.09607033429999999,22.8262748718,1.9171772003,2.8475780487,3.2298393249,3.3376865387,3.4623622894,0.9304008484,1.3126621245999999,1.4205093384,1.5451850890999999,0.3822612762,0.49010849,0.6147842407,0.10784721380000001,0.23252296449999998,0.1246757507,0,-0.0010671505,0
20663,2.4179075708428e+18,1.23764992057357e+18,25.2403736115,22.184196472199996,21.0600376129,19.7443122864,19.0525112152,0.2646082938,0.20618098969999998,0.1426350474,0.1059931293,0.0788394138,23.3549385071,-1.8854351044,1.1707420349,2.2949008942,3.6106262207,4.3024272919,3.0561771393,4.1803359986,5.4960613251,6.1878623963,1.1241588593,2.4398841858,3.131685257,1.3157253265,2.0075263977,0.6918010712,0,-3.26752092405513e-06,0
20666,2.41801312395907e+18,1.23764992057455e+18,21.2174816132,20.301540374800002,20.0154018402,19.8826236725,19.8901958466,0.2464792728,0.19205498699999998,0.1328627467,0.09873125699999999,0.0734379217,23.2901573181,2.0726757049,2.9886169433,3.2747554779000003,3.4075336456,3.3999614714999997,0.9159412384000001,1.202079773,1.3348579406999999,1.3272857666,0.2861385346,0.41891670229999994,0.4113445282,0.1327781677,0.12520599359999998,-0.0075721741000000006,0,-0.0007561403999999999,0
20668,2.41811867707533e+18,1.23764992057482e+18,20.8761253357,19.3869495392,18.7865524292,18.5792427063,18.513782501199998,0.2610978186,0.20344565809999998,0.1407427639,0.1045869514,0.077793479,23.432435989400002,2.5563106537,4.045486450199999,4.6458835602,4.8531932831,4.9186534882,1.4891757965,2.0895729065,2.2968826293999998,2.3623428344999997,0.60039711,0.8077068329000001,0.873167038,0.2073097229,0.272769928,0.0654602051,0,-8.74392135301605e-05,0
20671,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0014998879999999998,0
20672,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0012185653,0
20673,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0013852378,0
20674,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0016269403,0
20675,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0011025515,0
20676,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0014998879999999998,0
20677,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0012185653,0
20678,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0013852378,0
20679,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0016269403,0
20680,2.41811867707533e+18,1.23764992057482e+18,21.766256332399998,20.485149383499998,20.5635814667,20.6494178772,20.7491779327,0.2446926832,0.1906628907,0.1318996996,0.0980156139,0.0729056075,23.4258003235,1.6595439911,2.94065094,2.8622188568,2.7763824463,2.6766223908,1.2811069489,1.2026748657,1.1168384552,1.0170783997,-0.0784320832,-0.1642684937,-0.2640285492,-0.0858364105,-0.18559646600000002,-0.09976005550000001,0,-0.0011025515,0
20685,2.41836496767995e+18,1.23764992057659e+18,22.0613517761,21.3780822754,21.2078514099,21.133329391500002,21.0211334229,0.4498918653,0.3505526781,0.2425107211,0.18021145460000002,0.1340442151,23.329616546599997,1.2682647704999999,1.9515342712000001,2.1217651366999997,2.1962871551,2.3084831237,0.6832695006999999,0.8535003662,0.9280223846,1.0402183532,0.1702308655,0.2447528839,0.3569488525,0.0745220184,0.186717987,0.11219596859999999,0,-0.0001539443,1
20686,3.79139990407454e+18,1.23764992057947e+18,21.1304969788,20.455436706500002,20.2162055969,20.1229877472,20.072013855,0.1581895351,0.1232602149,0.08527084439999999,0.0633653775,0.047132201500000005,22.113256454499997,0.9827594756999999,1.657819748,1.8970508575999998,1.9902687072999998,2.0412425995,0.6750602723000001,0.9142913818999999,1.0075092316,1.0584831237999999,0.23923110960000002,0.3324489593,0.3834228515,0.09321784970000001,0.1441917419,0.050973892199999996,0,-0.0006216819,0
20690,2.41808349270324e+18,1.23764992111149e+18,21.0052776337,20.0442028046,19.7022628784,19.4948825836,19.526758194,0.2245874405,0.1749970168,0.1210621297,0.08996213230000001,0.0669153035,23.128866195700002,2.1235885619999997,3.0846633911000003,3.4266033173,3.6339836120999998,3.6021080017,0.9610748291,1.3030147553,1.5103950500999999,1.4785194396999999,0.34193992619999997,0.549320221,0.5174446106,0.2073802948,0.17550468440000003,-0.0318756104,0,-0.0001972505,0
20694,2.41811867707534e+18,1.23764992111188e+18,21.5366744995,20.1610679626,19.5914077759,19.374216079700002,19.3090801239,0.2293011546,0.1786698997,0.12360300869999999,0.0918502808,0.0683197379,23.9672527313,2.4305782318,3.8061847687,4.3758449554,4.5930366516,4.6581726074,1.3756065369,1.9452667236,2.1624584198,2.2275943756,0.5696601867000001,0.7868518829000001,0.8519878387,0.2171916962,0.282327652,0.0651359558,0,-0.0005060969,0
20695,2.41811867707534e+18,1.23764992111188e+18,20.9023990631,19.8404941559,19.6048660278,19.4971008301,19.4840450287,0.2287769467,0.178261444,0.12332044539999999,0.09164030849999999,0.0681635514,22.602312088,1.6999130249,2.7618179320999996,2.9974460601999997,3.1052112579,3.1182670593,1.0619049072,1.2975330353,1.4052982330000001,1.4183540344,0.23562812809999997,0.3433933258,0.3564491272,0.1077651977,0.1208209991,0.013055801399999999,0,-0.0005455748,0
20700,2.4182242301916e+18,1.23764992111254e+18,23.202535629299998,21.221616745,20.9166126251,20.7581958771,20.1717910767,0.3355312645,0.26144370440000003,0.1808655411,0.1344024688,0.09997075050000001,25.1849193573,1.982383728,3.9633026123,4.2683067322,4.4267234802,5.0131282806,1.9809188843,2.2859230042,2.4443397522,3.0307445526,0.3050041199,0.4634208679,1.0498256683,0.158416748,0.7448215484,0.5864048004,0,-3.81905229005497e-05,0
20709,2.46952304469712e+18,1.23764992111778e+18,21.3428821564,19.6012496948,18.740627288800003,18.3531341553,18.140388488800003,0.1979185343,0.15421678130000002,0.10668645800000001,0.0792794675,0.0589693598,23.2969760895,1.9540939331,3.6957263947000003,4.5563488007,4.9438419342,5.1565876007,1.7416324616,2.6022548675999997,2.9897480011,3.2024936675999998,0.860622406,1.2481155395,1.460861206,0.38749313350000003,0.6002388000000001,0.21274566649999999,0,-0.0001424085,1
20710,2.41903347074964e+18,1.23764992111785e+18,20.6870880127,19.8552303314,19.4648513794,19.3246459961,19.2427406311,0.2005720586,0.15628439189999999,0.1081168205,0.08034238219999999,0.0597599708,23.0251140594,2.3380260467,3.1698837280000003,3.56026268,3.7004680632999998,3.7823734282999997,0.8318576812999999,1.2222366332999999,1.3624420166,1.4443473815999999,0.39037895200000006,0.5305843353,0.6124897003,0.1402053833,0.2221107483,0.081905365,0,-0.0002693968,0
20711,2.41903347074964e+18,1.23764992111785e+18,21.7481842041,21.036447525,21.0218925476,20.948793411300002,20.777507782,0.2018276006,0.1572626978,0.10879360140000001,0.0808453038,0.060134057000000005,23.3268623352,1.5786781311000002,2.2904148102,2.3049697875999997,2.3780689239,2.5493545531999997,0.7117366790999999,0.7262916565,0.7993907928,0.9706764220999999,0.0145549774,0.0876541137,0.258939743,0.07309913629999999,0.2443847656,0.1712856293,0,-0.0006408794,1
20713,6.37738968854246e+18,1.23764992111824e+18,23.0427455902,21.663808822600004,20.9831771851,19.4425964355,18.8222351074,0.22770889100000002,0.177429229,0.1227447167,0.09121248130000001,0.0678453296,22.463527679400002,-0.5792179108,0.7997188568000001,1.4803504943,3.0209312439,3.641292572,1.3789367676,2.0595684051,3.6001491547000004,4.2205104828,0.6806316375,2.2212123871,2.8415737152,1.5405807496000001,2.1609420777,0.6203613281,0,1.6015e-05,0
20714,2.41906865512173e+18,1.23764992111831e+18,21.5137367249,20.7162151337,20.4343261719,20.475410461400003,20.2466678619,0.2044872493,0.1593350768,0.11022727189999999,0.0819106773,0.0609264933,24.2114963531,2.6977596282,3.4952812194,3.7771701812000003,3.7360858917,3.9648284912,0.7975215912000001,1.079410553,1.0383262635,1.267068863,0.2818889618,0.2408046723,0.4695472718,-0.0410842895,0.18765831,0.2287425995,0,-0.0008768334,1
20717,2.42381854535373e+18,1.23764996138585e+18,20.7536411285,19.6713066101,19.2523269653,19.1186161041,18.9291973114,0.41093337539999997,0.3201965094,0.221510455,0.164606005,0.1224366277,23.7956409454,3.0419998168999998,4.1243343352999995,4.5433139801,4.6770248413,4.8664436339999995,1.0823345184,1.5013141632,1.6350250244,1.8244438171000001,0.41897964479999994,0.552690506,0.7421092987000001,0.1337108612,0.3231296539,0.1894187927,0,0.0002267041,0
20720,6.37714348276345e+18,1.23764996138657e+18,20.4433708191,19.6558189392,18.503616333,18.220413208,17.7363071442,0.44535237549999995,0.3470155597,0.24006375670000002,0.1783930957,0.1326916963,21.116184234600002,0.6728134155,1.4603652954,2.6125679016,2.8957710266000003,3.3798770904000004,0.7875518799,1.9397544861000002,2.2229576111,2.7070636749,1.1522026062000001,1.4354057312000001,1.919511795,0.283203125,0.7673091888,0.48410606380000004,0,-0.0029286917,1
20723,6.37749523629002e+18,1.23764996138703e+18,20.5162296295,20.1390190125,20.2867774963,20.400312423699997,20.8954715729,0.3395909071,0.2646069527,0.1830538511,0.1360286325,0.101180315,20.3617916107,-0.15443801880000002,0.2227725982,0.0750141144,-0.038520813,-0.5336799622,0.377210617,0.2294521332,0.1159172058,-0.37924194340000006,-0.1477584838,-0.2612934112,-0.7564525604000001,-0.1135349274,-0.6086940766,-0.49515914920000004,0,0.0004006576,0
20725,2.42374817660954e+18,1.23764996192279e+18,21.384468078599998,20.4744663239,19.980173111,19.731754303,19.698589325,0.6205508113,0.4835290015,0.3345031142,0.2485716641,0.18489165600000002,20.9789485931,-0.40551948549999994,0.5044822692,0.9987754820999999,1.2471942901000002,1.2803592681,0.9100017547,1.4042949675999998,1.6527137756,1.6858787536000002,0.4942932129,0.7427120209,0.7758769989000001,0.24841880800000002,0.281583786,0.033164978,0,-0.0001215374,1
20728,6.37714347309977e+18,1.23764996192377e+18,20.3921833038,20.0525608063,20.1193313599,20.2834510803,20.336330413800003,0.360312134,0.2807527781,0.1942234784,0.1443288624,0.1073541567,20.8498935699,0.4577102661,0.7973327635999999,0.73056221,0.5664424896,0.5135631561,0.3396224975,0.2728519439,0.1087322235,0.05585289,-0.0667705536,-0.23089027399999998,-0.2837696075,-0.1641197204,-0.21699905390000002,-0.05287933349999999,0,1.35039144879556e-05,0
20729,2.42378336098164e+18,1.2376499624594e+18,21.0191936493,20.0981445313,19.7144947052,19.5928325653,19.4689731598,0.4451809525,0.3468819857,0.23997133969999998,0.17832443120000002,0.1326406151,23.450334549,2.4311408997,3.3521900177,3.7358398438,3.8575019837,3.9813613892000004,0.921049118,1.3046989440999999,1.426361084,1.5502204894999998,0.3836498261,0.5053119660000001,0.6291713715,0.12166213990000001,0.24552154539999999,0.1238594055,0,0.0004633198,0
20730,2.42378336098164e+18,1.2376499624594e+18,21.4409999847,20.4577865601,20.1019687653,19.937438964800002,19.8639717102,0.47144576909999997,0.3673473597,0.2541292012,0.1888452321,0.1404661536,23.4544963837,2.013496399,2.9967098236000003,3.3525276184,3.5170574189,3.5905246735,0.9832134245999999,1.3390312194,1.5035610199,1.5770282745,0.3558177948,0.5203475953,0.5938148499,0.16452980050000002,0.23799705510000002,0.0734672546,0,-0.00038716129999999996,0
20731,2.42374817660955e+18,1.23764996245953e+18,21.3152427673,20.302520752,20.0185909271,19.8933906555,20.0756340027,0.3908592165,0.3045548499,0.2106896341,0.1565649807,0.1164555773,23.047033309899998,1.7317905426,2.7445125579000003,3.0284423827999998,3.1536426544,2.9713993072000005,1.0127220153,1.2966518402,1.4218521118,1.2396087646,0.28392982489999996,0.4091300965,0.2268867493,0.1252002716,-0.05704307559999999,-0.1822433472,0,-0.0034699540000000004,0
20732,6.37714347524726e+18,1.23764996245959e+18,22.7446594238,21.3034515381,19.8391704559,18.72564888,18.0477027893,0.467548281,0.3643104434,0.2520282865,0.18728402260000002,0.1393049061,21.289455413800003,-1.45520401,-0.0139961243,1.4502849579,2.5638065338,3.2417526244999997,1.4412078857,2.9054889679,4.0190105438,4.6969566345,1.4642810822,2.5778026581,3.2557487488,1.1135215759000001,1.7914676666,0.6779460906999999,0,9.64200953603722e-05,0
20733,2.42374817660955e+18,1.2376499624596e+18,21.3763713837,20.6065387726,20.1600723267,20.054738998399998,19.9832839966,0.4756124616,0.37059402469999997,0.2563752234,0.19051426649999997,0.1417076141,22.846578598,1.4702072143,2.2400398254,2.6865062713,2.7918395996,2.8632946014,0.7698326111,1.216299057,1.3216323853,1.3930873871,0.4464664459,0.5517997742,0.623254776,0.1053333283,0.17678833010000003,0.0714550018,0,-0.0040192985999999995,0
20736,2.42392409847209e+18,1.23764996246077e+18,21.306613922100002,20.8543720245,19.670797348,18.8995838165,18.5525779724,0.33838289979999997,0.2636656463,0.1824026853,0.1355447471,0.1008203849,22.804170608499998,1.4975566863999998,1.949798584,3.1333732605,3.904586792,4.2515926361,0.4522418976,1.6358165741,2.4070301056,2.7540359497000004,1.1835746765000001,1.954788208,2.3017940521,0.7712135315,1.1182193756,0.34700584409999996,0,0.0001269896,1
20740,2.42371299223746e+18,1.2376499635334e+18,20.8460273743,19.8306369781,19.291053772,19.1013069153,18.958433151199998,0.43776655200000003,0.3411047161,0.23597466949999998,0.17535446579999997,0.1304315031,22.9199447632,2.0739173889,3.0893077851,3.6288909912,3.8186378479000003,3.961511612,1.0153903962000002,1.5549736022999998,1.744720459,1.8875942231,0.5395832061,0.7293300628,0.8722038269,0.18974685670000002,0.3326206208,0.1428737641,0,-5.91457283007912e-05,0
20741,2.42367780786537e+18,1.23764996353366e+18,23.024936676,21.3495807648,19.8682613373,19.048532486,18.5866565704,0.6613609195,0.5153279304999999,0.3565014899,0.2649188042,0.1970509291,23.2139339447,0.1889972687,1.8643531799000002,3.3456726074,4.1654014587,4.6272773743,1.6753559112,3.1566753387,3.97640419,4.4382801056,1.4813194275,2.3010482787999997,2.7629241944,0.8197288513,1.2816047669,0.4618759156,0,0.000572722,0
20743,2.42367780786537e+18,1.23764996353366e+18,23.024936676,21.3495807648,19.8682613373,19.048532486,18.5866565704,0.6613609195,0.5153279304999999,0.3565014899,0.2649188042,0.1970509291,23.2139339447,0.1889972687,1.8643531799000002,3.3456726074,4.1654014587,4.6272773743,1.6753559112,3.1566753387,3.97640419,4.4382801056,1.4813194275,2.3010482787999997,2.7629241944,0.8197288513,1.2816047669,0.4618759156,0,0.0004897886,0
20744,2.42367780786537e+18,1.23764996353366e+18,23.024936676,21.3495807648,19.8682613373,19.048532486,18.5866565704,0.6613609195,0.5153279304999999,0.3565014899,0.2649188042,0.1970509291,23.2139339447,0.1889972687,1.8643531799000002,3.3456726074,4.1654014587,4.6272773743,1.6753559112,3.1566753387,3.97640419,4.4382801056,1.4813194275,2.3010482787999997,2.7629241944,0.8197288513,1.2816047669,0.4618759156,0,0.000572722,0
20746,2.42367780786537e+18,1.23764996353366e+18,23.024936676,21.3495807648,19.8682613373,19.048532486,18.5866565704,0.6613609195,0.5153279304999999,0.3565014899,0.2649188042,0.1970509291,23.2139339447,0.1889972687,1.8643531799000002,3.3456726074,4.1654014587,4.6272773743,1.6753559112,3.1566753387,3.97640419,4.4382801056,1.4813194275,2.3010482787999997,2.7629241944,0.8197288513,1.2816047669,0.4618759156,0,0.0004897886,0
20747,2.42385372972581e+18,1.23764996353419e+18,20.8731422424,19.8214740753,19.4429397583,19.2521877289,19.2048568726,0.43156975509999995,0.3362762332,0.2326343507,0.1728722453,0.1285851896,23.215532302899998,2.3423900605,3.3940582276,3.7725925445999997,3.9633445739999997,4.0106754303,1.0516681670999999,1.4302024841,1.6209545134999999,1.6682853698,0.378534317,0.5692863464,0.6166172027,0.19075202940000002,0.2380828857,0.0473308563,0,0.0001183981,0
20748,2.42385372972581e+18,1.23764996353432e+18,22.605323791500002,20.9910526276,19.722043991099998,18.545820236199997,17.8559989929,0.37665250899999997,0.2934850752,0.2030316144,0.15087425710000002,0.11222272369999998,23.019346237199997,0.4140224457,2.0282936096,3.2973022461,4.473526001000001,5.1633472443,1.6142711638999998,2.8832798004000004,4.0595035553,4.7493247986,1.2690086365,2.4452323914,3.1350536347,1.1762237548999999,1.8660449982,0.6898212432999999,0,0.0001126802,0
20749,2.42385372972581e+18,1.23764996353432e+18,22.605323791500002,20.9910526276,19.722043991099998,18.545820236199997,17.8559989929,0.37665250899999997,0.2934850752,0.2030316144,0.15087425710000002,0.11222272369999998,23.019346237199997,0.4140224457,2.0282936096,3.2973022461,4.473526001000001,5.1633472443,1.6142711638999998,2.8832798004000004,4.0595035553,4.7493247986,1.2690086365,2.4452323914,3.1350536347,1.1762237548999999,1.8660449982,0.6898212432999999,0,4.9956368457060294e-05,0
20751,6.37714345484616e+18,1.23764996407021e+18,16.1116027832,14.8677005768,14.4219646454,14.243047714200001,14.188463211099998,0.41764393450000004,0.32542532679999997,0.22512772679999998,0.1672940403,0.1244360283,19.3130874634,3.2014846801999997,4.445386886600001,4.891122818,5.0700397492,5.1246242523,1.2439022064,1.6896381378,1.8685550690000001,1.9231395721000002,0.4457359314,0.6246528626,0.6792373656999999,0.17891693120000002,0.2335014343,0.054584503099999994,0,-0.0001559911,0
20752,6.37714345484616e+18,1.23764996407021e+18,16.1116027832,14.8677005768,14.4219646454,14.243047714200001,14.188463211099998,0.41764393450000004,0.32542532679999997,0.22512772679999998,0.1672940403,0.1244360283,19.3130874634,3.2014846801999997,4.445386886600001,4.891122818,5.0700397492,5.1246242523,1.2439022064,1.6896381378,1.8685550690000001,1.9231395721000002,0.4457359314,0.6246528626,0.6792373656999999,0.17891693120000002,0.2335014343,0.054584503099999994,0,-0.0001507285,0
20753,6.37714345484616e+18,1.23764996407021e+18,16.1116027832,14.8677005768,14.4219646454,14.243047714200001,14.188463211099998,0.41764393450000004,0.32542532679999997,0.22512772679999998,0.1672940403,0.1244360283,19.3130874634,3.2014846801999997,4.445386886600001,4.891122818,5.0700397492,5.1246242523,1.2439022064,1.6896381378,1.8685550690000001,1.9231395721000002,0.4457359314,0.6246528626,0.6792373656999999,0.17891693120000002,0.2335014343,0.054584503099999994,0,-0.0001615157,0
20754,6.37714345484616e+18,1.23764996407021e+18,16.1116027832,14.8677005768,14.4219646454,14.243047714200001,14.188463211099998,0.41764393450000004,0.32542532679999997,0.22512772679999998,0.1672940403,0.1244360283,19.3130874634,3.2014846801999997,4.445386886600001,4.891122818,5.0700397492,5.1246242523,1.2439022064,1.6896381378,1.8685550690000001,1.9231395721000002,0.4457359314,0.6246528626,0.6792373656999999,0.17891693120000002,0.2335014343,0.054584503099999994,0,-0.0001559911,0
20755,6.37714345484616e+18,1.23764996407021e+18,16.1116027832,14.8677005768,14.4219646454,14.243047714200001,14.188463211099998,0.41764393450000004,0.32542532679999997,0.22512772679999998,0.1672940403,0.1244360283,19.3130874634,3.2014846801999997,4.445386886600001,4.891122818,5.0700397492,5.1246242523,1.2439022064,1.6896381378,1.8685550690000001,1.9231395721000002,0.4457359314,0.6246528626,0.6792373656999999,0.17891693120000002,0.2335014343,0.054584503099999994,0,-0.0001507285,0
