Index,P. Name,P. Name Kepler,P. Name KOI,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Max Mass (EU),P. Radius (EU),P. Density (EU),P. Gravity (EU),P. Esc Vel (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),P. Teq Min (K),P. Teq Mean (K),P. Teq Max (K),P. Ts Min (K),P. Ts Mean (K),P. Ts Max (K),P. Surf Press (EU),P. Mag,P. Appar Size (deg),P. Period (days),P. Sem Major Axis (AU),P. Eccentricity,Imputed Eccentricity,Imputed Eccentricity (EU),P. Mean Distance (AU),P. Inclination (deg),P. Omega (deg),S. Name,S. Name HD,S. Name HIP,S. Constellation,S. Type,S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. [Fe/H],S. Age (Gyrs),S. Appar Mag,S. Distance (pc),S. RA (hrs),S. DEC (deg),S. Mag from Planet,S. Size from Planet (deg),S. No. Planets,S. No. Planets HZ,S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. SPH,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,,CDHS_CRS(0.5*CDHSi+0.5*CDHSe), CDHS_CRS(0.6*CDHSi+0.4*CDHSe),CDHS_DRS(0.5*CDHSi+0.5*CDHSe),CDHS_DRS(0.6*CDHSi+0.4*CDHSe)
615,Kepler-309 b,Kepler-309 b,1596.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,3.99,,1.56,1.06,1.65,1.6,65.92353,65.92354,65.92355,725.9,725.9,725.9,766.1,2.6600694444,766.1,4.2,-22.71,2.96,5.92,0.059,0,0.1090992876,0.1363741095,0.06,,0,Kepler-309,,,Cyg,K,0.78,0.72,4713,0.22948,0.415,,,,19.834,46.9613,-31.3,6.5069,2,1,0.38,0.93,-2.17,-0.15,-0.58,0.31,0,0,0,0.3,0,0,0,1,Primary Transit,2014,,2.109983,1.999985,2.109985,1.999987
616,Kepler-310 b,Kepler-310 b,1598.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.54,,1.19,0.92,1.1,1.14,63.68284,63.68285,63.68286,719.7,719.7,719.7,755.2,2.6222222222,755.2,1.4,-22.08,2.26,13.93,0.111,0,0.1107260036,0.1384075045,0.11,,0,Kepler-310,,,Cyg,G,0.85,0.88,5797,0.784636,-0.299,,,,19.256,46.9867,-31.3,4.2259,3,0,0.664,1.564,-2.23,-0.17,-0.91,0.29,0,0,0,0.31,0,0,0,1,Primary Transit,2014,,1.90606,1.762847,1.90606,1.762847
617,Kepler-310 d,Kepler-310 d,1598.02,Hot,Superterran,rocky-iron,hydrogen-rich,non-habitable,,25.16,,2.46,1.68,4.14,3.2,5.106182,5.106182,5.106184,383,383,383,433,1.5034722222,433,42.3,-20.92,4.68,92.88,0.392,0,0.0884547156,0.1105683945,0.39,,0,Kepler-310,,,Cyg,G,0.85,0.88,5797,0.784636,-0.299,,,,19.256,46.9867,-28.5,1.1964,3,0,0.664,1.564,-1.6,-0.11,1.43,0.32,0,0,0,0.44,0,0,0,1,Primary Transit,2014,,2.829927,2.755939,2.829926,2.755938
618,Kepler-311 b,Kepler-311 b,1608.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,5.54,,1.7,1.12,1.91,1.8,204.0914,204.0915,204.0915,962.9,962.9,962.9,1004.8,3.4888888889,1004.8,6.2,-24.14,3.24,9.18,0.087,0,0.0481653587,0.0602066984,0.09,,0,Kepler-311,,,Lyr,G,1.06,1.19,5905,1.544768,-0.057,,,,18.8041,47.0855,-32.5,7.2942,2,0,0.926,2.174,-2.34,-0.15,-0.61,0.29,0,0,0,0.28,0,0,0,1,Primary Transit,2014,,2.594357,2.415484,2.594358,2.415485
619,Kepler-311 c,Kepler-311 c,1608.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,,2.97,,1.43,1.01,1.44,1.44,73.47292,73.47293,73.47295,745.9,745.9,745.9,784.6,2.7243055556,784.6,3,-22.65,2.72,19.74,0.145,0,0.1039911412,0.1299889265,0.14,,0,Kepler-311,,,Lyr,G,1.06,1.19,5905,1.544768,-0.057,,,,18.8041,47.0855,-31.4,4.3746,2,0,0.926,2.174,-2.25,-0.16,-0.71,0.3,0,0,0,0.3,0,0,0,1,Primary Transit,2014,,2.0771,1.947679,2.0771,1.947679
620,Kepler-312 b,Kepler-312 b,1628.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,2.04,,1.29,0.96,1.23,1.26,2820.895,2820.895,2820.896,1856.7,1856.7,1856.7,1893.6,6.575,1893.6,1.9,-26.39,2.45,1.77,0.031,0,0.0701115676,0.0876394595,0.03,,0,Kepler-312,,,Cyg,F,1.23,1.47,6115,2.710881,0.076,,,,19.8931,42.4598,-35.4,25.48,2,0,1.211,2.829,-2.46,-0.16,-1.16,0.27,0,0,0,0.29,0,0,0,1,Primary Transit,2014,,3.932301,3.40384,3.932301,3.40384
621,Kepler-314 b,Kepler-314 b,1692.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,,0.47,,0.83,0.82,0.68,0.75,552.9478,552.9478,552.9479,1235.4,1235.4,1235.4,1265.4,4.39375,1265.4,0.4,-23.65,1.58,2.46,0.035,0,0.0540413331,0.0675516664,0.04,,0,Kepler-314,,,Cyg,G,1.02,0.95,5378,0.677361,0.157,,,,19.6449,42.0756,-33.6,14.5036,2,0,0.632,1.507,-2.36,-0.18,-1.32,0.27,0,0,0,0.29,0,0,0,1,Primary Transit,2014,,2.611744,2.255395,2.696742,2.357392
622,Kepler-316 b,Kepler-316 b,1713.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,,1.07,,1.06,0.89,0.94,1,103.9489,103.9489,103.9489,813.5,813.5,813.5,847.2,2.9416666667,847.2,0.9,-22.38,2.02,2.24,0.027,0,0.0436263588,0.0545329485,0.03,,0,Kepler-316,,,Cyg,K,0.53,0.52,4204,0.075779,-0.48,,,,19.3884,44.1841,-31.8,10.2773,2,0,0.222,0.557,-2.17,-0.17,-1.05,0.29,0,0,0,0.31,0,0,0,1,Primary Transit,2014,,2.000757,1.812606,2.000757,1.812605
623,Kepler-316 c,Kepler-316 c,1713.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,,1.4,,1.15,0.91,1.05,1.1,22.52637,22.52638,22.52638,555,555,555,590.1,2.0489583333,590.1,1.3,-20.88,2.19,6.83,0.058,0,0.0699431753,0.0874289691,0.06,,0,Kepler-316,,,Cyg,K,0.53,0.52,4204,0.075779,-0.48,,,,19.3884,44.1841,-30.1,4.7793,2,0,0.222,0.557,-1.98,-0.17,-0.83,0.32,0,0,0,0.35,0,0,0,1,Primary Transit,2014,,1.599439,1.509551,1.599439,1.50955
624,Kepler-317 b,Kepler-317 b,1760.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,,12.15,,2.08,1.34,2.8,2.41,194.531,194.531,194.531,951.5,951.5,951.5,997.4,3.4631944444,997.4,16.3,-24.52,3.96,5.52,0.061,0,0.0480505558,0.0600631948,0.06,,0,Kepler-317,,,Cyg,G,0.95,0.94,5497,0.72385,0.258,,,,19.6629,39.0321,-32.5,8.2192,2,0,0.649,1.542,-2.32,-0.13,-0.22,0.3,0,0,0,0.26,0,0,0,1,Primary Transit,2014,,2.771514,2.633209,2.771516,2.633211
